HeadX,HeadY,ShoulderLX,ShoulderLY,ShoulderRX,ShoulderRY,ElbowLX,ElbowLY,ElbowRX,ElbowRY,WristLX,WristLY,WristRX,WristRY,WaistLX,WaistLY,WaistRX,WaistRY
0.509407103061676,0.71742182970047,0.5533259510993958,0.6391639709472656,0.4705747067928314,0.6413041353225708,0.5652428269386292,0.5241055488586426,0.45541632175445557,0.5224762558937073,0.5727039575576782,0.42282164096832275,0.4496803283691406,0.41813743114471436,0.5384668111801147,0.4195409417152405,0.4867340326309204,0.4193647503852844
0.5094345211982727,0.717791348695755,0.5533768534660339,0.6386846601963043,0.47058162093162537,0.6412884891033173,0.5652368068695068,0.523583859205246,0.45543673634529114,0.5223804116249084,0.5727062225341797,0.4222390055656433,0.44966983795166016,0.41799741983413696,0.5384582281112671,0.41935163736343384,0.4867320656776428,0.41930919885635376
0.5094459056854248,0.7182660698890686,0.5533836483955383,0.6385245025157928,0.4706031084060669,0.6412995755672455,0.5652254223823547,0.5234371721744537,0.4554615020751953,0.5224125683307648,0.5727084279060364,0.4221574068069458,0.44966188073158264,0.41800564527511597,0.5384565591812134,0.41931992769241333,0.4867284893989563,0.4193066358566284
0.5094842314720154,0.7185204327106476,0.5533813834190369,0.6385279595851898,0.4706292748451233,0.6413600146770477,0.5651895403862,0.5235095024108887,0.45547688007354736,0.522435337305069,0.5727106332778931,0.42235976457595825,0.449655681848526,0.4181020259857178,0.5384572148323059,0.41930872201919556,0.4867277443408966,0.4193063974380493
0.5094789266586304,0.718520313501358,0.5533812046051025,0.638534814119339,0.4706302583217621,0.6414255797863007,0.5651780366897583,0.5235335826873779,0.4555286467075348,0.5224492251873016,0.5727136135101318,0.42251110076904297,0.449653685092926,0.4181753993034363,0.5384597778320312,0.41930562257766724,0.4867285490036011,0.4193141460418701
0.5094813704490662,0.7187475562095642,0.5533623099327087,0.638571560382843,0.47061771154403687,0.6414307951927185,0.5651343464851379,0.523915559053421,0.4555376172065735,0.5224793553352356,0.5727155804634094,0.42257171869277954,0.4496476352214813,0.4182061553001404,0.5384591817855835,0.41932350397109985,0.48672762513160706,0.41932761669158936
0.5094569325447083,0.7194467186927795,0.5533605217933655,0.6386056542396545,0.47060200572013855,0.6414010226726532,0.565198540687561,0.5251428186893463,0.4555605947971344,0.5224868357181549,0.5728774666786194,0.42316174507141113,0.4496194124221802,0.41825538873672485,0.538448691368103,0.41930192708969116,0.4867262542247772,0.4193022847175598
0.509470522403717,0.7204900979995728,0.5531874895095825,0.639131635427475,0.4705732762813568,0.6412879526615143,0.5652070641517639,0.5274721682071686,0.4555705487728119,0.5224224627017975,0.5728208422660828,0.4273728132247925,0.44961443543434143,0.41830283403396606,0.53840172290802,0.4196186065673828,0.4867258667945862,0.419312059879303
0.5094712376594543,0.7218544185161591,0.5530320405960083,0.639661580324173,0.47052356600761414,0.6411007940769196,0.5652416944503784,0.5303649604320526,0.4555618166923523,0.5224622488021851,0.5727939605712891,0.4323843717575073,0.4495772421360016,0.42001616954803467,0.5383937358856201,0.41963571310043335,0.48671361804008484,0.4193015694618225
0.509452223777771,0.7223452031612396,0.5530046224594116,0.6402970552444458,0.4705085754394531,0.6410677134990692,0.5658168792724609,0.531588077545166,0.45557305216789246,0.5226564705371857,0.5731363892555237,0.43627655506134033,0.449515163898468,0.42182356119155884,0.5384083986282349,0.4196275472640991,0.48675087094306946,0.4192357659339905
0.5094556212425232,0.7222974896430969,0.5529330372810364,0.6406795680522919,0.47048014402389526,0.6410203576087952,0.5676200985908508,0.5329798460006714,0.4552863836288452,0.5244491994380951,0.5739374160766602,0.43951255083084106,0.44898584485054016,0.42724084854125977,0.5384352803230286,0.41914480924606323,0.48676344752311707,0.41901618242263794
0.5094309449195862,0.7223178744316101,0.5527597069740295,0.6414760649204254,0.47045814990997314,0.6412792205810547,0.5687463283538818,0.536363273859024,0.45523974299430847,0.5270418226718903,0.5751033425331116,0.4439770579338074,0.44837430119514465,0.4340912699699402,0.5384402871131897,0.4191698431968689,0.48678144812583923,0.4190555214881897
0.509294331073761,0.7224275469779968,0.5527445077896118,0.6418292820453644,0.4704643189907074,0.6415006220340729,0.5707816481590271,0.5386514067649841,0.4551931321620941,0.5303612351417542,0.57707679271698,0.44800233840942383,0.4476000964641571,0.44363826513290405,0.5384389162063599,0.41894257068634033,0.48678264021873474,0.4189712405204773
0.5091687440872192,0.7223375737667084,0.5528048872947693,0.6421916782855988,0.47057709097862244,0.6423116326332092,0.5715774893760681,0.5434357523918152,0.4552038311958313,0.5390235483646393,0.5782337784767151,0.4596094489097595,0.44759857654571533,0.46028733253479004,0.5385280847549438,0.4192541241645813,0.4867967665195465,0.4190155267715454
0.5088550448417664,0.721649557352066,0.5528159737586975,0.6421880722045898,0.4709583818912506,0.6426562666893005,0.572559654712677,0.5478498041629791,0.4551033675670624,0.5474267303943634,0.5794364213943481,0.47105032205581665,0.4475240707397461,0.47429007291793823,0.5385576486587524,0.41928285360336304,0.4867607355117798,0.4191057085990906
0.5086717009544373,0.721333235502243,0.5527698397636414,0.6429384052753448,0.47117674350738525,0.6428711116313934,0.5728734731674194,0.5586647391319275,0.45504289865493774,0.5553754270076752,0.5804739594459534,0.4893803596496582,0.4473789930343628,0.4847613573074341,0.5386494398117065,0.4202151894569397,0.48675769567489624,0.42030686140060425
0.5085362195968628,0.7212882339954376,0.5527105331420898,0.6430922746658325,0.47119471430778503,0.6429901421070099,0.5740195512771606,0.5628053843975067,0.4545598030090332,0.5595590770244598,0.5811352133750916,0.49769675731658936,0.44705498218536377,0.49729275703430176,0.5387812852859497,0.4201412796974182,0.4867337644100189,0.42021381855010986
0.5085354447364807,0.721030205488205,0.5526227951049805,0.644128829240799,0.47118863463401794,0.6446125209331512,0.5757179856300354,0.577063649892807,0.45422059297561646,0.5688110291957855,0.5819170475006104,0.5295708477497101,0.44697999954223633,0.5240433216094971,0.5395219922065735,0.420587956905365,0.4868116080760956,0.42020905017852783
0.5085309743881226,0.7210582196712494,0.5523563027381897,0.6451724171638489,0.4711773097515106,0.6452254056930542,0.5754133462905884,0.5736909508705139,0.4530982971191406,0.5735668540000916,0.5816969275474548,0.5481498837471008,0.4466964900493622,0.5386721789836884,0.5395842790603638,0.4211452007293701,0.48681914806365967,0.42023253440856934
0.5088931918144226,0.7209403216838837,0.551895260810852,0.6466186046600342,0.47099635004997253,0.6456588208675385,0.5767892599105835,0.5724056959152222,0.44757336378097534,0.5678469836711884,0.5822905898094177,0.5655022263526917,0.4448602795600891,0.5530703961849213,0.5395767688751221,0.42185550928115845,0.48689308762550354,0.4203020930290222
0.5095286965370178,0.7209317684173584,0.5504245758056641,0.6499864757061005,0.47099217772483826,0.6486293077468872,0.5786228775978088,0.6007208824157715,0.44764411449432373,0.5887882113456726,0.5818496346473694,0.5916131138801575,0.4448918402194977,0.586293637752533,0.5395907163619995,0.42244476079940796,0.48691225051879883,0.42041563987731934
0.5099257826805115,0.7210035026073456,0.5495898723602295,0.6532928049564362,0.47092416882514954,0.6511151492595673,0.5782560706138611,0.6163715422153473,0.44766807556152344,0.6130817532539368,0.581912100315094,0.6098802387714386,0.4451632499694824,0.6084825694561005,0.5396451354026794,0.4237304925918579,0.4869236648082733,0.4207482933998108
0.5103887915611267,0.7196898460388184,0.5491256713867188,0.6539705395698547,0.47073662281036377,0.6525836288928986,0.5785747170448303,0.6282572448253632,0.4440563917160034,0.6257682740688324,0.5846858620643616,0.629253476858139,0.44551801681518555,0.6259205937385559,0.539634644985199,0.42443472146987915,0.486930787563324,0.4210832715034485
0.5112460255622864,0.7186886370182037,0.5491906404495239,0.6554626524448395,0.47093671560287476,0.6540564596652985,0.5843469500541687,0.6409848034381866,0.443635493516922,0.6305215358734131,0.5859490036964417,0.645528256893158,0.4442802965641022,0.6411570906639099,0.5395087003707886,0.4252195954322815,0.4869930148124695,0.42124229669570923
0.5112141370773315,0.7174564003944397,0.5491752028465271,0.6565372347831726,0.4714547395706177,0.6540925800800323,0.5876172184944153,0.6598818898200989,0.44385603070259094,0.6475141644477844,0.5857368111610413,0.6704736053943634,0.4443782866001129,0.6536220610141754,0.5393466949462891,0.42516469955444336,0.4872468411922455,0.42103302478790283
0.5111854672431946,0.7177411317825317,0.5489310026168823,0.6635183095932007,0.4719371497631073,0.6586284637451172,0.5813053846359253,0.6649864614009857,0.44276925921440125,0.6656515300273895,0.5845769643783569,0.682676374912262,0.4629983901977539,0.6771887540817261,0.5392837524414062,0.4257822036743164,0.48727843165397644,0.4211846590042114
0.511163055896759,0.7177623808383942,0.5483086109161377,0.6636132001876831,0.4723091721534729,0.6598677635192871,0.5757214426994324,0.6696861088275909,0.4380878508090973,0.6845017671585083,0.5811042189598083,0.692737489938736,0.47273027896881104,0.7041031122207642,0.5391927361488342,0.42600196599960327,0.48731106519699097,0.42118674516677856
0.5113141536712646,0.7186499536037445,0.5478016138076782,0.6635887920856476,0.4727828800678253,0.6593464910984039,0.577356219291687,0.6862063407897949,0.4374692738056183,0.6921847760677338,0.5794064998626709,0.7266915738582611,0.4743347764015198,0.7338463962078094,0.5391572117805481,0.42603862285614014,0.4873594641685486,0.42133355140686035
0.5099794268608093,0.7202890515327454,0.5473810434341431,0.6632412075996399,0.4733588993549347,0.6591939330101013,0.5769338607788086,0.686579704284668,0.4385398328304291,0.6895510852336884,0.5796948671340942,0.7529579401016235,0.4705827832221985,0.7454597055912018,0.5391566753387451,0.4260207414627075,0.48758554458618164,0.42166298627853394
